QR,Prediction (STD)
6991711001000340,3.298029155113016
6991711001000341,4.485070443949731
6991711001000350,2.806318089806204
6991711001000351,3.6625086961576585
6991711002000240,3.223784702743141
6991711002000241,2.367228807663568
