whitePixels,blobDiameter,nBlobs,diagnostic
264,18.880751609802246,4,1
48,16.73737621307373,3,1
216,33.34808659553528,4,1
322,21.05013394355774,4,1
77,21.179303646087646,3,1
221,33.01415753364563,4,1
115,23.71467399597168,3,0
144,32.424341678619385,4,0
273,30.267457962036133,4,0
263,21.93738055229187,4,1
70,18.70542621612549,3,1
186,30.76768398284912,4,1
471,39.884782552719116,4,1
199,30.844091176986694,4,1
375,35.87839460372925,4,1
282,42.03071594238281,4,1
110,21.073983192443848,3,1
382,41.93271827697754,4,1
65,14.411544799804688,2,0
7,3.971238136291504,1,0
0,0.0,0,0
288,42.768309116363525,4,1
67,17.328624963760376,3,1
174,35.59425067901611,4,1
219,39.47540092468262,4,1
288,42.03464412689209,4,1
295,44.86495590209961,4,1
361,37.45766544342041,4,1
305,44.58047389984131,4,1
346,46.52448081970215,4,1
453,53.77173042297363,4,1
222,37.63374376296997,4,1
172,33.71722412109375,4,1
266,42.226319313049316,4,1
236,40.441253662109375,4,1
248,30.7002911567688,4,1
475,54.09145736694336,4,1
399,43.55439114570618,4,1
279,36.704325675964355,4,1
483,38.27671957015991,4,0
485,44.10099816322327,4,0
357,37.41902446746826,3,0
411,40.90139818191528,4,1
317,46.68925952911377,4,1
226,34.74199390411377,4,1
352,33.339977979660034,4,1
169,35.180192947387695,4,1
284,45.02657222747803,4,1
133,28.057388305664062,3,1
97,28.086700439453125,4,1
219,40.128990173339844,4,1
124,26.601077556610107,3,1
67,22.380550384521484,4,1
210,40.00912141799927,4,1
112,25.15693235397339,3,1
83,24.772698879241943,4,1
220,36.513792276382446,4,1
131,27.458112239837646,3,1
62,22.126062631607056,4,1
210,38.543297290802,4,1
298,28.145487308502197,4,1
77,20.649269104003906,3,1
226,34.07944416999817,4,1
438,35.720399141311646,4,1
312,46.0051965713501,4,1
235,40.496625900268555,4,1
515,38.25141215324402,4,0
433,42.091004610061646,4,0
327,37.46054029464722,4,0
456,52.69585704803467,4,1
403,51.262746810913086,4,1
272,39.16314363479614,4,1
269,29.055233001708984,3,1
258,42.78617477416992,4,1
271,37.4057297706604,4,1
448,45.06660771369934,4,1
245,34.862303256988525,4,1
192,37.55022716522217,4,1
215,38.55631160736084,4,1
281,42.100932121276855,4,1
319,47.307522773742676,4,1
280,41.013221740722656,4,1
56,13.790309429168701,2,1
183,34.99422740936279,4,1
288,41.59968280792236,4,1
146,15.341756105422974,3,1
366,47.946096420288086,4,1
284,42.718441009521484,4,1
569,51.70030689239502,4,1
381,38.4781494140625,4,1
372,39.508870124816895,4,1
632,64.80608367919922,4,1
519,47.33520746231079,4,1
238,19.754919052124023,2,1
287,43.09596061706543,4,1
238,30.561543703079224,4,1
212,27.99022603034973,4,1
256,30.584516048431396,4,1
227,39.97555637359619,4,1
229,28.272510290145874,4,1
247,25.356998443603516,4,1
239,39.8272123336792,4,1
251,31.63673973083496,3,1
311,33.98700952529907,4,1
166,34.48897695541382,4,1
256,33.18571925163269,4,1
289,39.877527952194214,4,1
177,37.33206653594971,4,1
356,47.64575386047363,4,1
531,39.64919877052307,4,1
261,32.49420356750488,4,1
150,19.991753578186035,3,1
443,30.916938066482544,4,1
439,40.89044189453125,4,1
459,35.68045926094055,4,0
500,35.931806325912476,4,1
320,45.28741931915283,4,1
273,34.43909049034119,4,1
523,39.28157997131348,4,1
299,33.336631298065186,4,1
319,37.524035930633545,4,1
367,48.61760711669922,4,1
223,39.74001455307007,4,1
253,42.41594314575195,4,1
164,34.14753437042236,4,1
275,43.0891752243042,4,1
273,28.863760471343994,3,1
296,31.669811487197876,4,1
339,16.464689254760742,2,1
161,29.510836601257324,3,1
222,33.25888180732727,4,1
320,44.81490993499756,4,1
305,29.11164665222168,4,1
339,37.465359926223755,4,1
329,45.2952880859375,4,1
396,49.11944770812988,4,1
281,41.2945237159729,4,1
208,24.44736337661743,3,1
314,28.258784770965576,4,1
269,41.83275508880615,4,1
234,34.0352942943573,4,1
389,39.7930588722229,4,1
298,35.32048153877258,4,1
316,33.079047203063965,4,1
220,28.495103120803833,4,1
169,27.418956518173218,4,1
356,35.72421455383301,3,1
195,37.62128829956055,4,1
175,34.48749780654907,4,1
238,34.68681192398071,4,1
190,26.48954200744629,4,1
402,50.16209125518799,4,1
177,35.99691724777222,4,1
173,26.315950393676758,4,1
237,30.26715350151062,4,1
152,33.6298303604126,4,1
364,48.82370090484619,4,1
171,37.1354866027832,4,1
294,43.58531951904297,4,1
266,16.33978247642517,4,1
258,36.194156646728516,4,1
186,26.08258295059204,4,1
352,39.55226993560791,4,1
330,36.82035493850708,4,1
310,37.329671144485474,4,1
233,30.643887281417847,4,1
628,51.275028228759766,3,1
341,27.54216957092285,3,1
176,30.110329151153564,3,0
479,55.329267501831055,4,1
306,36.447805881500244,4,1
713,67.36638450622559,4,1
312,39.312257289886475,4,1
241,39.248056173324585,4,1
297,37.49854278564453,4,1
389,31.719789505004883,4,1
361,47.64391803741455,4,1
277,34.354557275772095,4,1
435,35.091318130493164,4,1
180,37.39801025390625,4,1
228,40.85766887664795,4,1
274,20.847468852996826,4,1
337,34.327290534973145,3,1
193,35.47998237609863,4,1
332,47.94227313995361,4,1
332,37.40290093421936,4,1
228,25.33278727531433,3,1
340,25.128575801849365,3,1
435,33.20647859573364,4,1
93,26.123380422592163,4,1
163,20.518549919128418,3,1
190,29.06503701210022,4,1
88,26.275876998901367,4,1
74,17.821571350097656,3,1
220,30.619361877441406,4,1
55,18.09346914291382,3,1
195,25.66060519218445,4,1
283,42.82081604003906,4,1
340,37.78085374832153,4,1
94,25.368801832199097,4,1
139,32.55015277862549,4,1
201,38.90968894958496,4,1
50,13.525851249694824,2,1
172,27.406450986862183,4,1
66,15.883939266204834,2,1
62,21.00523328781128,4,1
312,23.30687379837036,4,1
125,20.38169765472412,2,0
115,30.17021608352661,4,0
273,30.68396830558777,4,0
454,45.57282328605652,4,1
200,33.26858901977539,4,1
366,40.448901414871216,4,1
21,9.214113712310791,2,0
23,9.018589735031128,2,0
200,21.32334613800049,2,0
22,6.515141010284424,1,0
111,30.23890495300293,4,0
81,24.442223072052002,4,0
20,6.692321300506592,1,0
84,25.079456329345703,4,0
38,8.888741254806519,2,0
48,16.33780264854431,3,0
82,22.443469047546387,3,0
35,14.527772426605225,3,0
44,8.615296363830566,1,0
31,8.1473228931427,2,0
34,17.039692163467407,4,0
31,9.21243691444397,2,0
93,21.853960037231445,3,0
10,4.610671520233154,1,0
65,13.859618663787842,2,0
3,2.9554388523101807,1,0
38,16.20569944381714,3,0
98,19.47535228729248,2,0
99,25.56953501701355,4,0
57,18.138299703598022,3,0
119,31.63583993911743,4,0
21,11.793901681900024,3,0
68,18.294448375701904,3,0
64,19.15164279937744,3,0
103,27.44974946975708,4,0
68,18.811979055404663,3,0
119,30.887715339660645,4,0
3,2.9554388523101807,1,0
62,13.886463642120361,3,0
142,32.39757442474365,4,0
45,12.930795431137085,2,0
30,8.545812606811523,1,0
50,16.1147563457489,3,0
82,21.050084114074707,4,0
114,28.285943031311035,4,0
19,8.805051565170288,2,0
34,11.086659908294678,2,0
35,11.614633083343506,2,0
5,3.6131675243377686,1,0
16,8.305563926696777,2,0
3,2.9554388523101807,1,0
48,9.483766555786133,1,0
11,7.116816520690918,2,0
24,9.684447765350342,2,0
112,26.716278076171875,4,0
109,29.111690998077393,4,0
76,22.310182809829712,4,0
110,25.739418268203735,4,0
64,20.02309560775757,3,0
25,9.914054870605469,2,0
74,24.707109928131104,4,0
105,19.508100509643555,2,0
24,11.989501714706421,3,0
38,14.52394700050354,3,0
29,10.339398384094238,2,0
41,12.753490924835205,2,0
127,31.184070587158203,4,0
50,16.45437002182007,3,0
28,13.019271850585938,3,0
149,32.68633031845093,4,0
106,29.22573947906494,4,0
71,18.84403133392334,3,0
39,12.42791748046875,2,0
19,11.584405660629272,3,0
194,38.85764217376709,4,0
61,18.16471767425537,3,0
11,4.838462829589844,1,0
0,0.0,0,0
114,21.659663200378418,3,0
84,18.144204139709473,3,0
96,22.323730945587158,3,0
5,3.6131675243377686,1,0
0,0.0,0,0
39,12.686262607574463,2,0
40,15.965842485427856,3,0
44,12.946783542633057,2,0
22,9.781650066375732,2,0
5,3.6131675243377686,1,0
22,7.071067810058594,1,0
51,13.366227626800537,2,0
31,13.68889045715332,3,0
127,16.74439525604248,3,0
38,11.892516613006592,2,0
114,28.109929084777832,4,0
9,4.315976142883301,1,0
15,7.799825429916382,2,0
94,25.540626287460327,4,0
10,3.971238136291504,1,0
22,6.322386264801025,1,0
113,27.47626304626465,4,0
24,8.1473228931427,2,0
14,2.9554388523101807,1,0
42,19.155486583709717,4,0
32,8.12330436706543,1,0
18,8.914013862609863,2,0
439,34.90353775024414,4,1
289,44.53292274475098,4,1
228,33.94260287284851,4,1
121,26.92149305343628,4,0
6,2.9554388523101807,1,0
38,12.11470651626587,2,0
65,23.670122146606445,4,0
31,7.558347225189209,1,0
44,16.038215398788452,3,0
106,23.508747816085815,4,0
15,8.223839044570923,2,0
21,6.265972137451172,1,0
84,20.129902839660645,3,0
0,0.0,0,0
0,0.0,0,0
121,24.819251537322998,3,0
18,8.46047592163086,2,0
21,6.370081901550293,1,0
454,33.66866970062256,4,1
347,41.1410436630249,4,1
275,20.276277542114258,2,1
