blobs,totalWhitePixels,distanceQ1,areaQ1,perimeterQ1,verticalDiagQ1,horizontalDiagQ1,solidity1,distanceQ2,areaQ2,perimeterQ2,verticalDiagQ2,horizontalDiagQ2,solidity2,distanceQ3,areaQ3,perimeterQ3,verticalDiagQ3,horizontalDiagQ3,solidity3,distanceQ4,areaQ4,perimeterQ4,verticalDiagQ4,horizontalDiagQ4,solidity4,diagnostic
4.0,370.0,45.34313619501854,15.0,14.828427076339722,4.123105625617661,5.0,1.0,43.139309220245984,70.5,36.38477563858032,9.055385138137417,12.165525060596439,0.8757763975155279,44.553338819890925,66.0,32.14213538169861,9.219544457292887,10.44030650891055,0.9496402877697842,40.311288741492746,104.0,42.627416491508484,12.041594578792296,14.866068747318506,0.9122807017543859,1.0
4.0,248.0,45.27692569068709,38.5,27.071067690849304,7.211102550927978,9.055385138137417,0.9058823529411765,43.840620433565945,41.0,26.485281229019165,7.615773105863909,8.246211251235321,0.8913043478260869,45.254833995939045,29.0,29.313708305358887,7.211102550927978,10.770329614269007,0.7073170731707317,43.840620433565945,33.0,25.313708424568176,8.94427190999916,7.615773105863909,0.9295774647887324,1.0
4.0,706.0,41.012193308819754,150.5,50.52691113948822,16.278820596099706,16.278820596099706,0.9039039039039038,38.897300677553446,167.5,56.52691161632538,17.029386365926403,18.0,0.8481012658227848,40.36087214122113,132.0,45.11269783973694,15.132745950421556,14.035668847618199,0.9530685920577617,38.897300677553446,141.5,47.35533905029297,16.0312195418814,15.524174696260024,0.9370860927152318,1.0
3.0,278.0,43.86342439892262,80.0,43.79898941516876,12.206555615733702,14.317821063276353,0.7843137254901961,0.0,0.0,0.0,0.0,0.0,0.0,43.86342439892262,57.5,35.55634868144989,11.0,10.295630140987,0.7876712328767124,41.72529209005013,74.5,41.21320331096649,10.198039027185569,13.341664064126334,0.8097826086956522,1.0
4.0,249.0,45.967379738244816,60.0,32.97056245803833,10.770329614269007,10.04987562112089,0.8823529411764706,44.598206241955516,39.0,27.313708186149597,7.615773105863909,9.848857801796104,0.8764044943820225,45.45327270945405,8.5,11.41421353816986,3.1622776601683795,4.242640687119285,1.0,41.72529209005013,73.0,33.79898965358734,10.04987562112089,11.045361017187261,0.9419354838709677,1.0
4.0,418.0,41.72529209005013,120.5,46.041630029678345,13.038404810405298,15.524174696260024,0.8892988929889298,41.012193308819754,111.0,50.284271121025085,18.110770276274835,12.165525060596439,0.7900355871886121,44.598206241955516,51.5,27.55634891986847,9.219544457292887,10.0,0.9809523809523809,43.139309220245984,52.0,32.1421355009079,9.486832980505138,10.04987562112089,0.8387096774193549,1.0
4.0,394.0,42.42640687119285,113.0,46.62741672992706,13.341664064126334,15.524174696260024,0.8560606060606061,44.598206241955516,52.0,31.313708305358887,8.602325267042627,11.40175425099138,0.8813559322033898,42.42640687119285,77.5,34.38477611541748,10.198039027185569,11.40175425099138,0.950920245398773,43.139309220245984,54.5,30.727921962738037,9.486832980505138,9.055385138137417,0.9083333333333333,1.0
4.0,346.0,45.254833995939045,45.5,28.727921962738037,9.433981132056603,9.055385138137417,0.900990099009901,43.86342439892262,60.5,31.55634891986847,11.045361017187261,9.433981132056603,0.937984496124031,43.139309220245984,91.5,36.870057582855225,12.0,12.165525060596439,0.973404255319149,41.72529209005013,72.5,33.55634891986847,10.04987562112089,10.198039027185569,0.9477124183006536,1.0
3.0,248.0,43.139309220245984,81.5,38.38477611541748,12.041594578792296,11.045361017187261,0.8624338624338624,43.86342439892262,51.5,30.727921843528748,9.055385138137417,9.848857801796104,0.8583333333333333,43.86342439892262,47.0,31.313708305358887,9.219544457292887,9.433981132056603,0.8392857142857143,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.0,317.0,45.967379738244816,28.5,23.899494647979736,5.830951894845301,8.06225774829855,0.890625,40.311288741492746,132.5,56.041630268096924,16.0312195418814,17.029386365926403,0.7507082152974505,45.27692569068709,33.5,25.071067690849304,7.615773105863909,9.219544457292887,0.881578947368421,43.840620433565945,27.0,23.313708186149597,8.602325267042627,7.280109889280518,0.9473684210526315,1.0
4.0,261.0,43.139309220245984,83.5,35.21320295333862,11.045361017187261,11.180339887498949,0.9597701149425287,44.598206241955516,37.5,25.071067690849304,5.0990195135927845,9.848857801796104,0.974025974025974,45.254833995939045,38.0,25.313708186149597,8.246211251235321,9.219544457292887,0.926829268292683,43.840620433565945,41.5,25.899494647979736,8.06225774829855,8.0,0.9764705882352941,1.0
2.0,160.0,43.840620433565945,74.5,38.3847758769989,12.041594578792296,10.198039027185569,0.8514285714285714,44.553338819890925,50.5,28.727921724319458,8.94427190999916,10.295630140987,0.9181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.0,213.0,45.967379738244816,10.0,12.828427076339722,3.605551275463989,4.123105625617661,0.9523809523809523,41.036569057366385,120.0,50.284270882606506,17.029386365926403,14.0,0.8053691275167785,45.27692569068709,25.0,23.656854152679443,8.06225774829855,9.219544457292887,0.819672131147541,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.0,230.0,43.840620433565945,70.5,31.55634868144989,9.055385138137417,10.198039027185569,0.9791666666666666,44.598206241955516,44.0,26.485281229019165,7.280109889280518,9.433981132056603,0.946236559139785,46.69047011971501,22.5,21.071067571640015,6.708203932499369,8.48528137423857,0.8823529411764706,43.840620433565945,28.5,23.071067690849304,6.708203932499369,7.0,0.9193548387096774,1.0
4.0,285.0,43.840620433565945,70.0,35.79898953437805,9.219544457292887,12.165525060596439,0.875,43.86342439892262,57.0,30.14213538169861,9.486832980505138,10.295630140987,0.926829268292683,44.553338819890925,34.5,23.899494528770447,6.708203932499369,8.54400374531753,0.9452054794520548,43.840620433565945,57.0,30.97056257724762,10.198039027185569,9.0,0.9193548387096774,1.0
4.0,587.0,43.840620433565945,77.0,40.97056245803833,12.0,10.198039027185569,0.8279569892473119,39.59797974644666,166.0,52.76955223083496,18.110770276274835,16.1245154965971,0.9325842696629213,41.036569057366385,119.0,46.284271240234375,14.317821063276353,14.035668847618199,0.9118773946360154,41.012193308819754,113.0,41.455843567848206,13.0,13.152946437965905,0.9535864978902954,1.0
4.0,316.0,45.254833995939045,47.5,30.727921843528748,10.198039027185569,8.0,0.8260869565217391,41.72529209005013,91.0,37.79898953437805,11.0,12.36931687685298,0.9333333333333333,43.86342439892262,64.0,34.14213538169861,11.0,10.295630140987,0.8648648648648649,43.139309220245984,29.0,21.656854033470154,6.708203932499369,6.324555320336759,0.9666666666666667,1.0
3.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,45.27692569068709,47.0,29.313708186149597,9.486832980505138,10.0,0.8545454545454545,41.036569057366385,125.5,50.87005698680878,16.0312195418814,15.033296378372908,0.814935064935065,41.72529209005013,88.5,37.55634880065918,10.04987562112089,12.649110640673518,0.9365079365079365,1.0
4.0,562.0,45.27692569068709,64.0,32.14213538169861,9.486832980505138,10.198039027185569,0.927536231884058,40.311288741492746,151.0,59.11269795894623,18.110770276274835,18.0,0.760705289672544,41.036569057366385,126.0,44.28427040576935,14.142135623730951,14.035668847618199,0.9618320610687023,39.59797974644666,124.5,48.041629672050476,16.0,13.601470508735444,0.8556701030927835,1.0
3.0,312.0,41.72529209005013,74.0,50.97056221961975,13.92838827718412,14.7648230602334,0.6379310344827587,42.42640687119285,91.0,36.627416253089905,12.0,11.40175425099138,0.9680851063829787,43.139309220245984,59.0,31.313708066940308,9.055385138137417,10.295630140987,0.9076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.0,323.0,42.42640687119285,124.0,41.455843925476074,13.038404810405298,13.92838827718412,0.9841269841269841,44.598206241955516,53.5,28.727921724319458,8.54400374531753,10.295630140987,0.9385964912280702,45.254833995939045,42.0,27.313708305358887,8.94427190999916,10.0,0.9032258064516129,43.86342439892262,30.0,22.485281229019165,7.0710678118654755,6.082762530298219,0.9523809523809523,1.0
4.0,413.0,44.553338819890925,61.0,32.14213538169861,10.198039027185569,9.055385138137417,0.9242424242424242,42.44997055358225,88.0,39.79898941516876,10.198039027185569,14.035668847618199,0.8934010152284264,43.18564576337837,75.5,34.3847758769989,12.0,9.848857801796104,0.937888198757764,41.012193308819754,109.0,41.45584321022034,14.035668847618199,12.165525060596439,0.9478260869565217,1.0
4.0,227.0,45.254833995939045,53.5,30.727921843528748,10.04987562112089,8.0,0.8916666666666667,45.254833995939045,34.0,25.313708305358887,8.06225774829855,9.433981132056603,0.8947368421052632,45.967379738244816,23.5,21.071067571640015,6.708203932499369,8.48528137423857,0.9038461538461539,43.840620433565945,33.5,25.899494767189026,8.54400374531753,7.280109889280518,0.8701298701298701,1.0
4.0,328.0,45.27692569068709,43.0,28.14213538169861,9.055385138137417,7.280109889280518,0.8958333333333334,43.93176527297759,53.5,33.55634891986847,8.06225774829855,11.045361017187261,0.8629032258064516,43.139309220245984,67.5,33.55634868144989,10.0,10.44030650891055,0.9,41.72529209005013,61.5,38.3847758769989,10.0,13.601470508735444,0.7935483870967742,1.0
4.0,427.0,45.254833995939045,60.5,32.38477599620819,10.198039027185569,10.0,0.8962962962962963,43.139309220245984,90.0,37.79898941516876,12.041594578792296,11.704699910719626,0.9326424870466321,41.72529209005013,94.5,38.38477575778961,10.04987562112089,13.038404810405298,0.9692307692307692,41.72529209005013,87.5,36.041629791259766,11.40175425099138,12.0,0.9722222222222222,1.0
4.0,403.0,41.012193308819754,151.0,51.1126971244812,16.1245154965971,16.492422502470642,0.8961424332344213,43.840620433565945,34.5,23.071067690849304,7.0710678118654755,7.810249675906654,0.9583333333333334,43.139309220245984,84.0,38.627416253089905,10.04987562112089,13.038404810405298,0.9081081081081082,44.553338819890925,48.5,29.55634891986847,10.198039027185569,8.246211251235321,0.8899082568807339,1.0
4.0,319.0,45.27692569068709,49.0,29.313708305358887,8.54400374531753,9.0,0.9423076923076923,45.254833995939045,39.5,25.899494647979736,8.602325267042627,10.0,0.9294117647058824,42.44997055358225,85.5,35.21320295333862,11.045361017187261,11.704699910719626,0.9715909090909091,41.72529209005013,77.0,34.14213514328003,10.198039027185569,10.44030650891055,0.9565217391304348,1.0
4.0,583.0,41.72529209005013,149.0,51.11269783973694,17.11724276862369,15.811388300841896,0.8869047619047619,41.72529209005013,96.5,37.21320295333862,11.0,12.165525060596439,0.9698492462311558,39.6232255123179,120.5,42.870057225227356,14.317821063276353,13.038404810405298,0.9563492063492064,40.311288741492746,116.5,44.041630268096924,12.0,15.524174696260024,0.932,1.0
4.0,427.0,44.553338819890925,41.0,26.485281229019165,6.324555320336759,9.0,0.9425287356321839,43.139309220245984,70.0,34.97056233882904,9.219544457292887,12.165525060596439,0.89171974522293,42.44997055358225,82.0,35.79898941516876,12.041594578792296,10.770329614269007,0.9371428571428572,38.897300677553446,141.5,48.52691090106964,15.033296378372908,16.278820596099706,0.9218241042345277,1.0
4.0,205.0,45.254833995939045,41.0,26.142135500907898,9.433981132056603,8.06225774829855,0.9761904761904762,43.86342439892262,19.0,16.82842707633972,4.123105625617661,5.385164807134504,1.0,43.18564576337837,8.5,11.41421353816986,3.0,3.605551275463989,1.0,41.72529209005013,76.0,34.97056257724762,11.045361017187261,10.04987562112089,0.926829268292683,1.0
4.0,522.0,40.311288741492746,129.5,48.870057106018066,15.297058540778355,15.524174696260024,0.8931034482758621,43.840620433565945,67.0,32.97056233882904,10.198039027185569,10.44030650891055,0.9178082191780822,41.773197148410844,100.0,38.627416491508484,12.041594578792296,12.165525060596439,0.9523809523809523,38.897300677553446,130.5,48.87005686759949,15.033296378372908,15.524174696260024,0.8758389261744967,1.0
4.0,497.0,43.139309220245984,94.5,37.21320307254791,11.0,12.36931687685298,0.9642857142857143,39.6232255123179,155.0,58.28427064418793,17.029386365926403,18.027756377319946,0.7848101265822784,42.42640687119285,94.5,37.21320307254791,11.0,12.165525060596439,0.9642857142857143,42.42640687119285,60.5,33.55634891986847,9.219544457292887,11.0,0.8642857142857143,1.0
4.0,209.0,46.69047011971501,32.5,29.899494767189026,8.54400374531753,9.219544457292887,0.6989247311827957,45.27692569068709,44.0,27.313708186149597,9.433981132056603,10.63014581273465,0.9565217391304348,45.34313619501854,37.0,25.313708186149597,8.94427190999916,9.899494936611665,0.925,43.86342439892262,32.0,23.313708305358887,7.615773105863909,7.0710678118654755,0.9411764705882353,0.0
3.0,175.0,46.010868281309364,45.0,28.97056245803833,8.602325267042627,10.0,0.9278350515463918,43.86342439892262,67.5,35.55634868144989,9.486832980505138,12.165525060596439,0.8766233766233766,46.09772228646444,11.0,12.828427076339722,4.123105625617661,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,221.0,44.553338819890925,52.5,31.899494647979736,11.0,7.0,0.875,44.68780594300866,18.0,16.82842707633972,5.0990195135927845,5.0,0.972972972972973,44.553338819890925,50.5,28.727921724319458,8.94427190999916,10.295630140987,0.9351851851851852,44.553338819890925,28.0,21.313708305358887,7.615773105863909,6.082762530298219,0.9824561403508771,0.0
4.0,239.0,46.69047011971501,42.0,26.485281229019165,6.708203932499369,9.0,0.9438202247191011,45.27692569068709,58.0,30.97056245803833,9.486832980505138,11.180339887498949,0.9133858267716536,45.254833995939045,41.0,27.313708186149597,8.602325267042627,10.295630140987,0.9010989010989011,43.86342439892262,32.5,29.899494767189026,9.848857801796104,8.246211251235321,0.7142857142857143,0.0
4.0,192.0,46.66904755831214,40.5,26.727921962738037,8.602325267042627,9.055385138137417,0.9529411764705882,45.34313619501854,32.5,25.071067690849304,8.48528137423857,10.0,0.8904109589041096,45.967379738244816,28.5,23.899494647979736,8.94427190999916,10.0,0.890625,44.553338819890925,28.5,23.899494647979736,8.06225774829855,7.615773105863909,0.890625,0.0
2.0,142.0,45.27692569068709,53.0,29.313708186149597,9.219544457292887,8.06225774829855,0.954954954954955,44.598206241955516,51.5,28.727921843528748,8.94427190999916,10.295630140987,0.9279279279279279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,106.0,47.38143096192854,24.0,22.485281229019165,7.211102550927978,7.0710678118654755,0.8727272727272727,46.010868281309364,21.5,19.071067690849304,6.4031242374328485,7.810249675906654,0.9555555555555556,45.967379738244816,22.0,20.485281229019165,6.708203932499369,7.810249675906654,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,136.0,46.69047011971501,13.0,22.82842707633972,6.708203932499369,6.082762530298219,0.5416666666666666,45.45327270945405,14.5,15.41421353816986,3.0,5.385164807134504,1.0,45.27692569068709,32.0,24.14213526248932,8.54400374531753,9.219544457292887,0.9014084507042254,44.553338819890925,26.0,23.313708186149597,8.602325267042627,7.280109889280518,0.9285714285714286,0.0
4.0,222.0,45.254833995939045,54.5,29.55634880065918,10.44030650891055,8.06225774829855,0.9396551724137931,44.553338819890925,21.0,29.656854152679443,9.486832980505138,10.0,0.5454545454545454,44.553338819890925,31.0,22.485281109809875,6.708203932499369,8.06225774829855,0.9393939393939394,43.840620433565945,46.0,34.14213538169861,10.44030650891055,9.0,0.7301587301587301,0.0
3.0,152.0,46.69047011971501,52.0,30.14213538169861,9.433981132056603,10.0,0.9203539823008849,45.967379738244816,27.0,21.313708305358887,7.615773105863909,8.48528137423857,0.9642857142857143,0.0,0.0,0.0,0.0,0.0,0.0,44.553338819890925,35.0,28.14213538169861,10.295630140987,8.94427190999916,0.8433734939759037,0.0
4.0,149.0,46.66904755831214,30.0,24.485281229019165,8.54400374531753,6.082762530298219,0.8955223880597015,46.010868281309364,16.0,16.82842707633972,4.0,6.4031242374328485,0.9411764705882353,45.27692569068709,30.5,21.899494647979736,6.708203932499369,8.602325267042627,0.9682539682539683,44.68780594300866,8.0,10.828427076339722,3.1622776601683795,3.1622776601683795,1.0,0.0
4.0,378.0,44.553338819890925,75.0,36.97056233882904,10.770329614269007,11.180339887498949,0.8875739644970414,39.6232255123179,160.5,55.69848430156708,17.11724276862369,17.0,0.856,45.27692569068709,42.5,25.899494647979736,9.219544457292887,10.0,0.9770114942528736,45.254833995939045,19.5,19.071067571640015,5.830951894845301,6.082762530298219,0.9285714285714286,0.0
2.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.254833995939045,46.5,27.899494767189026,8.94427190999916,10.63014581273465,0.93,44.68780594300866,8.0,10.828427076339722,3.1622776601683795,3.1622776601683795,1.0,0.0
1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.010868281309364,23.5,19.899494647979736,6.708203932499369,8.48528137423857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
