,areaQ1,areaQ2,areaQ3,areaQ4,blobs,contourEdgesQ1,contourEdgesQ2,contourEdgesQ3,contourEdgesQ4,diagnostic,distanceQ1,distanceQ2,distanceQ3,distanceQ4,marker,perimeterQ1,perimeterQ2,perimeterQ3,perimeterQ4
0,0.0,6.5,7.0,12.5,3.0,0.0,6.0,5.0,5.0,P,-1.0,45.967379738244816,45.27692569068709,44.553338819890925,ESAT6,0.0,17.071067690849304,10.828427076339722,15.071067571640015
1,57.0,65.5,97.0,11.0,4.0,4.0,4.0,4.0,5.0,P,43.139309220245984,41.72529209005013,39.6232255123179,45.254833995939045,CFP10,31.798989176750183,34.38477575778961,40.28427052497864,17.313708186149597
2,33.5,16.5,10.5,42.0,4.0,6.0,7.0,7.0,7.0,P,43.18564576337837,44.553338819890925,44.553338819890925,43.139309220245984,RV1681,26.727921724319458,19.071067690849304,18.242640614509583,24.14213514328003
3,7.5,8.0,0.0,24.0,3.0,5.0,7.0,0.0,5.0,P,44.553338819890925,44.598206241955516,-1.0,44.553338819890925,ESAT6,12.242640614509583,13.656854152679443,0.0,20.485281229019165
4,48.5,8.0,0.0,0.0,2.0,5.0,5.0,0.0,0.0,P,43.139309220245984,45.254833995939045,-1.0,-1.0,CFP10,28.3847758769989,14.485280990600586,0.0,0.0
5,20.0,15.0,19.0,16.0,4.0,5.0,6.0,5.0,6.0,P,44.553338819890925,44.553338819890925,44.553338819890925,43.86342439892262,RV1681,18.485281109809875,16.485281109809875,18.485281109809875,26.14213526248932
6,16.5,23.5,0.0,0.0,2.0,5.0,6.0,0.0,0.0,N,44.553338819890925,43.86342439892262,-1.0,-1.0,ESAT6,17.899494767189026,27.899494767189026,0.0,0.0
7,10.0,135.5,5.0,129.0,4.0,5.0,5.0,6.0,5.0,P,44.598206241955516,38.18376618407357,45.254833995939045,38.897300677553446,CFP10,13.656854152679443,60.18376588821411,8.828427076339722,54.426406383514404
8,24.5,23.5,40.0,8.0,4.0,4.0,6.0,5.0,6.0,P,44.598206241955516,44.553338819890925,43.139309220245984,45.27692569068709,RV1681,19.899494767189026,24.72792160511017,26.97056221961975,10.828427076339722
9,0.0,0.0,5.5,0.0,1.0,0.0,0.0,5.0,0.0,P,-1.0,-1.0,44.553338819890925,-1.0,ESAT6,0.0,0.0,10.242640614509583,0.0
10,14.5,0.0,63.0,0.0,2.0,4.0,0.0,5.0,0.0,P,45.27692569068709,-1.0,41.72529209005013,-1.0,CFP10,19.071067690849304,0.0,31.79898965358734,0.0
11,28.0,65.0,28.5,15.5,4.0,7.0,4.0,6.0,4.0,P,43.840620433565945,41.72529209005013,43.86342439892262,44.553338819890925,RV1681,23.313708186149597,32.62741661071777,22.727921843528748,17.899494767189026
12,31.0,0.0,33.0,0.0,2.0,5.0,0.0,6.0,0.0,P,43.840620433565945,-1.0,43.840620433565945,-1.0,ESAT6,25.313708305358887,0.0,24.14213538169861,0.0
13,129.0,153.0,10.5,108.0,4.0,5.0,5.0,6.0,6.0,P,38.897300677553446,38.18376618407357,44.553338819890925,40.311288741492746,CFP10,57.597978472709656,59.59797942638397,21.071067690849304,51.9411256313324
14,8.5,51.5,54.5,11.5,4.0,7.0,4.0,5.0,4.0,P,44.598206241955516,42.42640687119285,42.42640687119285,45.27692569068709,RV1681,19.071067690849304,30.3847758769989,29.213202953338623,15.071067571640015
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P,-1.0,-1.0,-1.0,-1.0,ESAT6,0.0,0.0,0.0,0.0
16,33.5,83.0,19.0,63.5,4.0,5.0,6.0,5.0,7.0,P,43.139309220245984,41.72529209005013,43.840620433565945,41.012193308819754,CFP10,22.72792160511017,55.11269783973694,18.485281229019165,31.55634880065918
17,28.0,71.5,0.0,0.0,2.0,6.0,6.0,0.0,0.0,P,43.18564576337837,41.012193308819754,-1.0,-1.0,RV1681,25.313708186149597,33.21320295333862,0.0,0.0
18,9.5,60.0,52.5,4.0,4.0,7.0,5.0,6.0,5.0,P,45.27692569068709,41.72529209005013,41.012193308819754,45.27692569068709,ESAT6,17.071067690849304,31.798989295959473,28.727921724319458,8.828427076339722
19,87.0,102.5,65.0,71.5,4.0,4.0,5.0,5.0,4.0,P,40.311288741492746,40.311288741492746,41.72529209005013,40.311288741492746,CFP10,42.62741661071777,48.870057106018066,31.798989176750183,36.38477611541748
20,32.0,29.0,95.0,92.0,4.0,6.0,4.0,4.0,4.0,P,42.42640687119285,43.139309220245984,38.897300677553446,39.59797974644666,RV1681,22.485281229019165,21.313708186149597,44.28427076339722,38.284270882606506
21,0.0,38.5,0.0,35.5,2.0,0.0,6.0,0.0,6.0,P,-1.0,43.139309220245984,-1.0,43.139309220245984,ESAT6,0.0,24.727921843528748,0.0,23.55634880065918
22,22.0,7.5,46.0,37.0,4.0,7.0,5.0,5.0,5.0,P,44.553338819890925,44.553338819890925,42.42640687119285,43.139309220245984,CFP10,29.313708305358887,13.071067571640015,26.97056233882904,28.97056245803833
23,24.0,44.5,47.5,35.0,4.0,7.0,5.0,6.0,5.0,P,44.553338819890925,43.139309220245984,42.44997055358225,43.840620433565945,RV1681,23.313708186149597,25.899494767189026,28.727921962738037,24.97056233882904
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P,-1.0,-1.0,-1.0,-1.0,ESAT6,0.0,0.0,0.0,0.0
25,41.5,99.5,19.0,73.5,4.0,5.0,6.0,7.0,5.0,P,43.139309220245984,39.59797974644666,43.840620433565945,41.012193308819754,CFP10,25.55634868144989,60.52691149711609,21.313708186149597,38.041629910469055
26,28.5,73.0,0.0,0.0,2.0,5.0,4.0,0.0,0.0,P,43.18564576337837,41.72529209005013,-1.0,-1.0,RV1681,23.899494647979736,35.45584332942963,0.0,0.0
27,10.0,13.5,8.0,9.5,4.0,6.0,4.0,6.0,7.0,P,43.18564576337837,45.254833995939045,43.278170016764804,43.93176527297759,ESAT6,13.656854152679443,19.899494647979736,11.656854152679443,12.242640614509583
28,0.0,35.0,29.0,68.5,3.0,0.0,7.0,6.0,4.0,P,-1.0,42.42640687119285,44.553338819890925,41.72529209005013,CFP10,0.0,28.97056221961975,21.313708305358887,35.21320307254791
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P,-1.0,-1.0,-1.0,-1.0,RV1681,0.0,0.0,0.0,0.0
30,140.0,154.5,121.5,136.5,4.0,5.0,5.0,4.0,5.0,P,38.897300677553446,38.18376618407357,39.59797974644666,38.897300677553446,ESAT6,57.59797918796539,56.183765172958374,49.3553386926651,55.840620040893555
31,23.0,37.5,13.0,27.5,4.0,7.0,7.0,5.0,5.0,P,45.27692569068709,43.840620433565945,44.553338819890925,43.86342439892262,CFP10,22.485281229019165,24.727921843528748,15.656854152679443,23.071067690849304
32,5.0,8.0,0.0,40.0,3.0,6.0,6.0,0.0,6.0,P,45.27692569068709,45.27692569068709,-1.0,43.139309220245984,RV1681,9.656854152679443,13.656854152679443,0.0,26.14213514328003
33,67.5,48.0,16.0,0.0,3.0,5.0,4.0,5.0,0.0,P,41.012193308819754,42.42640687119285,44.553338819890925,-1.0,ESAT6,35.21320295333862,27.798989295959473,18.485281109809875,0.0
34,61.0,7.0,27.5,7.0,4.0,5.0,6.0,6.0,5.0,P,41.72529209005013,44.598206241955516,43.840620433565945,45.254833995939045,CFP10,29.798989415168762,10.828427076339722,27.55634880065918,10.828427076339722
35,0.0,16.5,48.0,34.0,3.0,0.0,7.0,5.0,6.0,P,-1.0,44.553338819890925,42.42640687119285,43.840620433565945,RV1681,0.0,19.071067571640015,27.798989415168762,22.14213526248932
36,32.5,20.0,0.0,0.0,2.0,4.0,5.0,0.0,0.0,P,43.840620433565945,44.553338819890925,-1.0,-1.0,ESAT6,25.55634891986847,18.485281109809875,0.0,0.0
37,0.0,79.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,P,-1.0,41.012193308819754,-1.0,-1.0,CFP10,0.0,36.627416372299194,0.0,0.0
38,46.5,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,P,42.42640687119285,-1.0,-1.0,-1.0,RV1681,26.3847758769989,0.0,0.0,0.0
39,31.5,15.0,0.0,0.0,2.0,6.0,7.0,0.0,0.0,P,43.139309220245984,44.553338819890925,-1.0,-1.0,ESAT6,22.727921724319458,17.656854152679443,0.0,0.0
40,0.0,74.5,0.0,0.0,1.0,0.0,5.0,0.0,0.0,P,-1.0,41.012193308819754,-1.0,-1.0,CFP10,0.0,34.041629910469055,0.0,0.0
41,41.5,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,P,43.139309220245984,-1.0,-1.0,-1.0,RV1681,25.5563485622406,0.0,0.0,0.0
42,29.0,18.0,0.0,6.5,3.0,5.0,6.0,0.0,6.0,P,43.840620433565945,43.86342439892262,-1.0,44.553338819890925,ESAT6,22.14213526248932,22.485281229019165,0.0,17.071067690849304
43,17.5,145.0,67.0,54.5,4.0,6.0,5.0,5.0,5.0,P,44.553338819890925,38.18376618407357,41.72529209005013,43.139309220245984,CFP10,21.899494767189026,58.769551515579224,34.97056257724762,31.55634880065918
44,21.0,57.0,29.5,0.0,3.0,4.0,6.0,5.0,0.0,P,44.553338819890925,42.42640687119285,43.840620433565945,-1.0,RV1681,22.14213526248932,28.97056210041046,22.727921843528748,0.0
45,19.0,7.0,78.0,47.5,4.0,7.0,6.0,5.0,6.0,P,43.840620433565945,44.598206241955516,41.012193308819754,42.42640687119285,ESAT6,20.485281229019165,10.828427076339722,36.627416491508484,26.727921724319458
46,28.5,94.5,66.0,69.5,4.0,4.0,4.0,5.0,5.0,P,43.86342439892262,41.012193308819754,41.012193308819754,41.72529209005013,CFP10,24.727921843528748,45.69848442077637,30.97056221961975,33.21320295333862
47,19.0,42.5,29.5,0.0,3.0,5.0,7.0,7.0,0.0,P,44.553338819890925,43.139309220245984,43.840620433565945,-1.0,RV1681,20.485281229019165,27.55634891986847,26.727921843528748,0.0
48,66.0,28.5,11.0,0.0,3.0,6.0,6.0,6.0,0.0,P,42.42640687119285,44.553338819890925,45.27692569068709,-1.0,ESAT6,31.798989415168762,23.899494767189026,13.656854152679443,0.0
49,35.0,34.0,46.5,53.5,4.0,5.0,7.0,5.0,4.0,P,43.840620433565945,43.139309220245984,43.139309220245984,42.42640687119285,CFP10,24.14213538169861,26.97056245803833,30.38477599620819,29.213203072547913
50,20.5,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,P,44.553338819890925,-1.0,-1.0,-1.0,RV1681,21.899494767189026,0.0,0.0,0.0
51,8.5,13.5,42.0,0.0,3.0,6.0,4.0,5.0,0.0,P,44.598206241955516,44.553338819890925,43.139309220245984,-1.0,ESAT6,13.071067690849304,15.071067571640015,26.14213514328003,0.0
52,26.0,56.0,46.5,33.5,4.0,5.0,5.0,5.0,5.0,P,44.553338819890925,42.42640687119285,42.42640687119285,43.139309220245984,CFP10,22.485281229019165,31.79898953437805,26.727921843528748,22.727921724319458
53,103.0,0.0,45.0,0.0,2.0,5.0,0.0,4.0,0.0,P,40.311288741492746,-1.0,43.139309220245984,-1.0,RV1681,47.11269783973694,0.0,26.970561981201172,0.0
54,0.0,12.0,32.0,60.5,3.0,0.0,5.0,6.0,6.0,P,-1.0,45.27692569068709,43.139309220245984,42.42640687119285,ESAT6,0.0,15.656854152679443,21.313708186149597,30.384775757789612
55,46.0,41.0,101.0,66.0,4.0,5.0,7.0,4.0,6.0,P,36.76955262170047,41.012193308819754,38.897300677553446,40.311288741492746,CFP10,29.313708305358887,25.313708305358887,41.11269724369049,32.97056245803833
56,0.0,31.0,36.5,117.0,3.0,0.0,5.0,6.0,5.0,P,-1.0,43.139309220245984,41.72529209005013,38.897300677553446,RV1681,0.0,24.14213538169861,24.727921724319458,51.11269772052765
57,3.0,0.0,0.0,28.0,2.0,6.0,0.0,0.0,6.0,P,44.553338819890925,-1.0,-1.0,44.553338819890925,ESAT6,6.828427076339722,0.0,0.0,21.313708186149597
58,86.5,16.0,51.5,78.0,4.0,5.0,6.0,6.0,4.0,P,39.59797974644666,43.840620433565945,42.44997055358225,37.48332962798263,CFP10,38.041630148887634,15.656854152679443,30.384775757789612,37.79898929595947
59,49.5,107.5,57.0,20.0,4.0,6.0,4.0,4.0,6.0,P,42.42640687119285,39.6232255123179,41.036569057366385,44.553338819890925,RV1681,26.727921843528748,46.8700567483902,28.97056233882904,24.485281109809875
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,ESAT6,0.0,0.0,0.0,0.0
61,0.0,5.5,0.0,0.0,1.0,0.0,5.0,0.0,0.0,N,-1.0,44.598206241955516,-1.0,-1.0,CFP10,0.0,9.41421353816986,0.0,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,RV1681,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,ESAT6,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,CFP10,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,RV1681,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,ESAT6,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,CFP10,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,RV1681,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,ESAT6,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,CFP10,0.0,0.0,0.0,0.0
71,0.0,84.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,N,-1.0,38.2099463490856,-1.0,-1.0,RV1681,0.0,48.62741672992706,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,ESAT6,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,CFP10,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,RV1681,0.0,0.0,0.0,0.0
75,7.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,N,44.598206241955516,-1.0,-1.0,-1.0,ESAT6,10.828427076339722,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,CFP10,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,RV1681,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,ESAT6,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,CFP10,0.0,0.0,0.0,0.0
80,0.0,113.5,0.0,0.0,1.0,0.0,5.0,0.0,0.0,N,-1.0,38.897300677553446,-1.0,-1.0,RV1681,0.0,48.870057106018066,0.0,0.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,ESAT6,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,CFP10,0.0,0.0,0.0,0.0
83,3.5,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,N,43.840620433565945,-1.0,-1.0,-1.0,RV1681,7.414213538169861,0.0,0.0,0.0
84,0.0,9.5,0.0,0.0,1.0,0.0,6.0,0.0,0.0,N,-1.0,45.254833995939045,-1.0,-1.0,ESAT6,0.0,12.242640614509583,0.0,0.0
85,7.5,4.5,0.0,0.0,2.0,7.0,4.0,0.0,0.0,N,44.598206241955516,45.27692569068709,-1.0,-1.0,CFP10,10.242640614509583,9.41421353816986,0.0,0.0
86,13.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,N,45.254833995939045,-1.0,-1.0,-1.0,RV1681,17.656854152679443,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,ESAT6,0.0,0.0,0.0,0.0
88,0.0,0.0,5.5,0.0,1.0,0.0,0.0,5.0,0.0,N,-1.0,-1.0,43.86342439892262,-1.0,CFP10,0.0,0.0,9.41421353816986,0.0
89,7.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,N,44.598206241955516,-1.0,-1.0,-1.0,RV1681,10.828427076339722,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,ESAT6,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,CFP10,0.0,0.0,0.0,0.0
92,7.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,N,44.598206241955516,-1.0,-1.0,-1.0,RV1681,10.828427076339722,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,ESAT6,0.0,0.0,0.0,0.0
94,5.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,N,44.598206241955516,-1.0,-1.0,-1.0,CFP10,8.828427076339722,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,RV1681,0.0,0.0,0.0,0.0
96,0.0,0.0,20.0,26.0,2.0,0.0,0.0,6.0,6.0,N,-1.0,-1.0,43.840620433565945,43.840620433565945,ESAT6,0.0,0.0,17.656854152679443,22.485281229019165
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,CFP10,0.0,0.0,0.0,0.0
98,0.0,0.0,9.0,0.0,1.0,0.0,0.0,4.0,0.0,N,-1.0,-1.0,43.840620433565945,-1.0,RV1681,0.0,0.0,15.656854152679443,0.0
99,3.5,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,N,43.86342439892262,-1.0,-1.0,-1.0,ESAT6,7.414213538169861,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,CFP10,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,RV1681,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,ESAT6,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,CFP10,0.0,0.0,0.0,0.0
104,0.0,13.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,N,-1.0,44.553338819890925,-1.0,-1.0,RV1681,0.0,15.656854033470154,0.0,0.0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,ESAT6,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,CFP10,0.0,0.0,0.0,0.0
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,RV1681,0.0,0.0,0.0,0.0
108,4.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,N,46.010868281309364,-1.0,-1.0,-1.0,ESAT6,8.828427076339722,0.0,0.0,0.0
109,7.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,N,44.598206241955516,-1.0,-1.0,-1.0,CFP10,10.828427076339722,0.0,0.0,0.0
110,0.0,107.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,N,-1.0,39.6232255123179,-1.0,-1.0,RV1681,0.0,54.284270882606506,0.0,0.0
111,5.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,N,45.967379738244816,-1.0,-1.0,-1.0,ESAT6,15.656854152679443,0.0,0.0,0.0
112,5.5,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,N,45.27692569068709,-1.0,-1.0,-1.0,CFP10,9.41421353816986,0.0,0.0,0.0
113,0.0,107.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,N,-1.0,38.897300677553446,-1.0,-1.0,RV1681,0.0,48.28427040576935,0.0,0.0
114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,ESAT6,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,CFP10,0.0,0.0,0.0,0.0
116,15.5,0.0,0.0,3.0,2.0,5.0,0.0,0.0,6.0,N,44.553338819890925,-1.0,-1.0,46.010868281309364,RV1681,16.242640614509583,0.0,0.0,6.828427076339722
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,ESAT6,0.0,0.0,0.0,0.0
118,0.0,3.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,N,-1.0,45.34313619501854,-1.0,-1.0,CFP10,0.0,6.828427076339722,0.0,0.0
119,20.0,0.0,3.0,3.5,3.0,4.0,0.0,6.0,5.0,N,44.553338819890925,-1.0,45.34313619501854,45.27692569068709,RV1681,21.313708305358887,0.0,6.828427076339722,7.414213538169861
120,6.5,6.0,0.0,0.0,2.0,6.0,4.0,0.0,0.0,N,45.34313619501854,44.68780594300866,-1.0,-1.0,ESAT6,12.242640614509583,10.828427076339722,0.0,0.0
121,5.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,N,45.34313619501854,-1.0,-1.0,-1.0,CFP10,8.828427076339722,0.0,0.0,0.0
122,0.0,8.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,N,-1.0,44.598206241955516,-1.0,-1.0,RV1681,0.0,17.656854152679443,0.0,0.0
123,0.0,12.0,13.0,3.5,3.0,0.0,4.0,5.0,5.0,N,-1.0,45.254833995939045,44.553338819890925,44.553338819890925,ESAT6,0.0,18.485281229019165,15.656854152679443,7.414213538169861
124,0.0,3.5,0.0,0.0,1.0,0.0,5.0,0.0,0.0,N,-1.0,44.598206241955516,-1.0,-1.0,CFP10,0.0,7.414213538169861,0.0,0.0
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,RV1681,0.0,0.0,0.0,0.0
126,4.0,7.5,20.0,3.5,4.0,5.0,5.0,6.0,5.0,N,45.34313619501854,45.27692569068709,44.553338819890925,44.598206241955516,ESAT6,8.828427076339722,13.071067571640015,20.485281229019165,7.414213538169861
127,11.5,0.0,12.0,0.0,2.0,4.0,0.0,8.0,0.0,N,45.254833995939045,-1.0,44.553338819890925,-1.0,CFP10,15.071067571640015,0.0,17.656854152679443,0.0
128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,RV1681,0.0,0.0,0.0,0.0
129,4.5,13.0,20.0,4.0,4.0,4.0,6.0,7.0,5.0,N,45.27692569068709,45.967379738244816,44.553338819890925,45.34313619501854,ESAT6,9.41421353816986,20.485281229019165,20.485281109809875,8.828427076339722
130,10.5,4.0,15.5,0.0,3.0,4.0,5.0,4.0,0.0,N,45.254833995939045,44.68780594300866,44.553338819890925,-1.0,CFP10,15.071067571640015,8.828427076339722,17.899494767189026,0.0
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,RV1681,0.0,0.0,0.0,0.0
132,0.0,0.0,15.5,4.5,2.0,0.0,0.0,5.0,4.0,N,-1.0,-1.0,43.86342439892262,44.598206241955516,ESAT6,0.0,0.0,17.071067690849304,9.41421353816986
133,0.0,0.0,75.0,0.0,1.0,0.0,0.0,5.0,0.0,N,-1.0,-1.0,41.72529209005013,-1.0,CFP10,0.0,0.0,33.455843925476074,0.0
134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,RV1681,0.0,0.0,0.0,0.0
135,0.0,0.0,3.5,0.0,1.0,0.0,0.0,5.0,0.0,N,-1.0,-1.0,45.34313619501854,-1.0,ESAT6,0.0,0.0,7.414213538169861,0.0
136,16.5,0.0,19.0,0.0,2.0,5.0,0.0,5.0,0.0,N,45.27692569068709,-1.0,45.254833995939045,-1.0,CFP10,17.899494767189026,0.0,19.313708186149597,0.0
137,16.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,N,44.553338819890925,-1.0,-1.0,-1.0,RV1681,17.656854152679443,0.0,0.0,0.0
138,0.0,0.0,8.5,0.0,1.0,0.0,0.0,6.0,0.0,N,-1.0,-1.0,44.553338819890925,-1.0,ESAT6,0.0,0.0,13.071067571640015,0.0
139,19.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,N,45.254833995939045,-1.0,-1.0,-1.0,CFP10,22.14213526248932,0.0,0.0,0.0
140,9.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,N,44.598206241955516,-1.0,-1.0,-1.0,RV1681,11.656854152679443,0.0,0.0,0.0
141,0.0,0.0,18.5,5.0,2.0,0.0,0.0,5.0,7.0,N,-1.0,-1.0,44.553338819890925,45.27692569068709,ESAT6,0.0,0.0,17.899494767189026,10.828427076339722
142,43.0,0.0,26.0,0.0,2.0,6.0,0.0,5.0,0.0,N,43.139309220245984,-1.0,44.553338819890925,-1.0,CFP10,26.14213538169861,0.0,22.14213526248932,0.0
143,6.5,16.0,0.0,0.0,2.0,6.0,7.0,0.0,0.0,N,45.254833995939045,43.840620433565945,-1.0,-1.0,RV1681,10.242640614509583,25.313708305358887,0.0,0.0
144,5.5,13.0,0.0,0.0,2.0,5.0,5.0,0.0,0.0,N,45.27692569068709,45.27692569068709,-1.0,-1.0,ESAT6,10.242640614509583,17.313708305358887,0.0,0.0
145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,CFP10,0.0,0.0,0.0,0.0
146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,RV1681,0.0,0.0,0.0,0.0
147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,ESAT6,0.0,0.0,0.0,0.0
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,-1.0,-1.0,-1.0,-1.0,CFP10,0.0,0.0,0.0,0.0
