totalWhitePixels,areaQ1,perimeterQ1,verticalDiagQ1,horizontalDiagQ1,areaQ2,perimeterQ2,verticalDiagQ2,horizontalDiagQ2,areaQ3,perimeterQ3,verticalDiagQ3,horizontalDiagQ3,areaQ4,perimeterQ4,verticalDiagQ4,horizontalDiagQ4,diagnostic
340.0,111.5,45.698484778404236,13.341664064126334,15.524174696260024,45.0,32.14213538169861,9.433981132056603,10.770329614269007,58.5,34.3847758769989,10.04987562112089,10.44030650891055,37.0,25.313708305358887,8.54400374531753,7.280109889280518,1.0
300.0,25.5,21.899494767189026,7.211102550927978,7.0710678118654755,53.5,29.55634880065918,9.219544457292887,9.848857801796104,83.5,37.2132031917572,11.045361017187261,12.165525060596439,68.0,31.79898965358734,10.198039027185569,10.0,1.0
219.0,79.5,42.87005698680878,12.165525060596439,12.165525060596439,49.0,28.14213526248932,9.219544457292887,9.433981132056603,31.0,25.313708305358887,8.246211251235321,8.602325267042627,0.0,0.0,0.0,0.0,1.0
288.0,27.5,21.071067690849304,6.082762530298219,7.211102550927978,138.0,59.11269783973694,17.11724276862369,18.0,14.5,14.242640614509583,4.123105625617661,4.47213595499958,23.0,21.313708186149597,8.06225774829855,6.324555320336759,1.0
228.0,73.5,33.55634891986847,10.198039027185569,10.44030650891055,37.0,27.313708305358887,7.810249675906654,9.848857801796104,26.0,21.313708305358887,8.06225774829855,9.219544457292887,29.5,21.899494647979736,6.708203932499369,7.0710678118654755,1.0
166.0,80.0,37.79898965358734,12.041594578792296,11.180339887498949,48.0,26.97056245803833,8.54400374531753,9.848857801796104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
232.0,0.0,0.0,0.0,0.0,128.5,57.69848382472992,18.110770276274835,17.0,22.5,21.071067571640015,6.708203932499369,8.48528137423857,12.0,21.656854152679443,7.211102550927978,6.324555320336759,1.0
213.0,82.5,35.21320295333862,11.045361017187261,11.180339887498949,28.0,22.485281109809875,6.4031242374328485,8.54400374531753,20.0,19.313708305358887,7.211102550927978,8.48528137423857,17.5,17.071067571640015,5.830951894845301,5.0,1.0
253.0,65.5,36.38477599620819,9.219544457292887,12.165525060596439,45.5,28.727921843528748,8.94427190999916,10.295630140987,24.0,20.485281109809875,5.830951894845301,7.615773105863909,39.0,24.14213538169861,8.54400374531753,7.0,1.0
510.0,51.0,31.313708305358887,9.486832980505138,9.0,154.0,51.94112503528595,17.11724276862369,16.1245154965971,101.0,43.45584321022034,12.165525060596439,14.0,96.0,41.45584332942963,13.038404810405298,13.341664064126334,1.0
293.0,48.0,32.14213538169861,9.219544457292887,9.055385138137417,84.5,35.21320295333862,11.0,11.180339887498949,63.0,32.97056233882904,10.04987562112089,10.770329614269007,11.0,12.828427076339722,4.123105625617661,3.605551275463989,1.0
356.0,49.5,27.55634903907776,8.54400374531753,9.055385138137417,34.5,25.899494767189026,8.54400374531753,9.899494936611665,106.5,44.8700567483902,13.152946437965905,15.0,73.5,34.38477611541748,10.04987562112089,11.40175425099138,1.0
512.0,60.5,31.55634880065918,9.219544457292887,10.198039027185569,132.5,58.041629672050476,17.029386365926403,17.029386365926403,103.0,38.28427016735077,12.165525060596439,13.0,108.5,45.6984840631485,15.132745950421556,13.341664064126334,1.0
276.0,42.5,25.55634903907776,8.94427190999916,8.06225774829855,73.0,32.97056233882904,11.045361017187261,9.848857801796104,54.0,30.14213526248932,8.246211251235321,10.44030650891055,0.0,0.0,0.0,0.0,1.0
278.0,107.5,42.870057344436646,12.0,15.297058540778355,50.5,28.727921843528748,8.54400374531753,10.295630140987,28.0,21.313708305358887,7.211102550927978,8.602325267042627,12.5,22.242640614509583,6.708203932499369,6.324555320336759,1.0
389.0,67.5,34.38477611541748,10.198039027185569,11.045361017187261,73.5,39.21320307254791,9.486832980505138,14.035668847618199,71.0,33.79898953437805,12.041594578792296,9.848857801796104,88.5,37.21320307254791,12.041594578792296,11.180339887498949,1.0
178.0,43.0,27.313708305358887,8.54400374531753,8.0,25.5,21.899494647979736,7.211102550927978,8.602325267042627,21.0,20.485281229019165,7.211102550927978,8.48528137423857,13.5,14.242640614509583,4.123105625617661,4.123105625617661,1.0
339.0,53.5,37.21320295333862,8.246211251235321,12.165525060596439,47.5,28.727921843528748,7.615773105863909,10.44030650891055,81.0,38.627416372299194,11.0,12.041594578792296,52.5,34.38477611541748,8.54400374531753,11.40175425099138,1.0
360.0,52.5,29.55634903907776,9.486832980505138,9.0,77.0,34.62741661071777,11.0,11.180339887498949,83.5,35.213202595710754,10.04987562112089,12.041594578792296,56.0,30.142135500907898,8.54400374531753,10.04987562112089,1.0
346.0,131.0,48.284270882606506,15.297058540778355,15.811388300841896,25.5,20.242640614509583,7.0,7.211102550927978,78.0,37.79898953437805,12.0,11.180339887498949,8.5,11.41421353816986,3.0,3.605551275463989,1.0
292.0,37.0,25.313708186149597,8.06225774829855,8.0,39.5,26.727921843528748,8.06225774829855,10.295630140987,66.0,30.97056221961975,9.0,10.44030650891055,88.0,36.627416491508484,11.045361017187261,12.36931687685298,1.0
424.0,128.0,49.455843448638916,15.524174696260024,15.524174696260024,0.0,0.0,0.0,0.0,120.5,44.52691125869751,15.132745950421556,14.0,99.0,40.627416253089905,11.045361017187261,14.560219778561036,1.0
394.0,14.0,14.828427076339722,4.123105625617661,4.123105625617661,64.5,33.55634891986847,8.06225774829855,12.165525060596439,81.0,35.79898953437805,11.180339887498949,11.045361017187261,139.5,46.526912212371826,14.035668847618199,16.278820596099706,1.0
166.0,28.5,21.899494528770447,6.708203932499369,7.0710678118654755,23.5,20.242640614509583,5.0,7.0710678118654755,0.0,0.0,0.0,0.0,63.5,31.55634880065918,11.0,8.0,1.0
455.0,121.5,44.870057582855225,13.341664064126334,15.524174696260024,53.0,28.14213526248932,9.055385138137417,8.94427190999916,79.0,33.79898953437805,10.0,11.180339887498949,107.5,46.870057106018066,14.142135623730951,14.560219778561036,1.0
451.0,78.0,34.97056221961975,10.04987562112089,11.40175425099138,141.0,56.284271001815796,17.11724276862369,17.0,87.0,36.627416253089905,12.041594578792296,11.045361017187261,52.0,34.97056233882904,10.198039027185569,9.055385138137417,1.0
176.0,19.0,27.656854152679443,8.94427190999916,7.0710678118654755,35.5,24.727921843528748,8.06225774829855,10.0,32.0,25.313708424568176,8.94427190999916,9.899494936611665,11.0,12.828427076339722,3.1622776601683795,4.123105625617661,0.0
95.0,36.0,27.313708305358887,7.211102550927978,10.0,30.0,24.485281229019165,7.810249675906654,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189.0,46.5,29.55634891986847,10.198039027185569,8.54400374531753,19.5,17.071067690849304,5.385164807134504,5.0990195135927845,37.0,25.313708186149597,8.06225774829855,10.0,13.5,14.242640614509583,4.123105625617661,4.123105625617661,0.0
209.0,27.0,20.485281229019165,5.385164807134504,7.280109889280518,45.0,29.313708186149597,8.94427190999916,10.295630140987,31.5,23.899494647979736,6.708203932499369,9.433981132056603,18.0,27.656854152679443,9.433981132056603,7.280109889280518,0.0
157.0,24.0,24.485281109809875,8.602325267042627,7.0710678118654755,21.5,18.242640614509583,4.123105625617661,6.708203932499369,21.0,20.485281109809875,6.708203932499369,8.48528137423857,21.0,23.313708305358887,8.602325267042627,7.615773105863909,0.0
127.0,40.5,27.899494767189026,8.94427190999916,8.06225774829855,44.5,28.727921843528748,8.94427190999916,9.848857801796104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.0,0.0,0.0,0.0,0.0,8.0,10.828427076339722,3.1622776601683795,4.242640687119285,12.0,13.656854152679443,4.47213595499958,5.656854249492381,0.0,0.0,0.0,0.0,0.0
37.0,8.5,11.41421353816986,3.1622776601683795,3.605551275463989,8.5,11.41421353816986,3.0,3.605551275463989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140.0,42.0,26.14213526248932,9.219544457292887,7.0710678118654755,0.0,0.0,0.0,0.0,16.5,16.242640614509583,4.123105625617661,5.830951894845301,32.0,27.313708305358887,8.602325267042627,9.055385138137417,0.0
179.0,45.5,30.727921843528748,9.486832980505138,9.0,21.5,19.899494767189026,6.708203932499369,8.48528137423857,27.0,24.14213526248932,7.211102550927978,8.94427190999916,21.5,21.899494647979736,7.615773105863909,6.708203932499369,0.0
126.0,35.5,30.727921843528748,8.94427190999916,9.055385138137417,19.5,19.071067690849304,5.830951894845301,7.211102550927978,25.0,20.485281229019165,7.211102550927978,8.48528137423857,0.0,0.0,0.0,0.0,0.0
312.0,57.5,31.55634891986847,9.848857801796104,10.04987562112089,155.5,57.35533881187439,18.027756377319946,17.0,35.0,25.313708305358887,9.486832980505138,10.0,0.0,0.0,0.0,0.0,0.0
71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.5,27.55634903907776,8.94427190999916,10.295630140987,8.0,10.828427076339722,3.1622776601683795,3.1622776601683795,0.0
31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,21.656854152679443,6.708203932499369,8.48528137423857,0.0,0.0,0.0,0.0,0.0
134.0,8.0,10.828427076339722,3.1622776601683795,3.1622776601683795,45.0,27.313708305358887,8.06225774829855,9.848857801796104,28.5,21.899494767189026,8.06225774829855,9.219544457292887,0.0,0.0,0.0,0.0,0.0
220.0,46.5,28.727921843528748,8.94427190999916,9.0,32.5,23.899494767189026,7.211102550927978,9.433981132056603,45.5,28.727921843528748,8.54400374531753,10.295630140987,22.5,25.071067690849304,8.06225774829855,7.280109889280518,0.0
152.0,31.5,25.071067690849304,6.708203932499369,8.06225774829855,40.0,27.313708066940308,8.54400374531753,10.0,30.0,22.485281229019165,7.211102550927978,8.602325267042627,0.0,0.0,0.0,0.0,0.0
215.0,52.0,28.97056257724762,9.486832980505138,9.055385138137417,47.5,25.899494647979736,7.280109889280518,9.433981132056603,17.5,17.071067571640015,5.830951894845301,7.0710678118654755,29.5,24.727921962738037,8.06225774829855,8.246211251235321,0.0
181.0,38.5,28.727921843528748,9.486832980505138,8.06225774829855,13.5,20.242640614509583,6.324555320336759,7.0710678118654755,32.5,24.727921724319458,8.06225774829855,9.433981132056603,27.0,27.313708305358887,9.848857801796104,7.615773105863909,0.0
128.0,33.0,27.313708305358887,8.94427190999916,8.06225774829855,27.0,22.485281229019165,7.211102550927978,8.602325267042627,21.0,18.485280990600586,5.830951894845301,7.810249675906654,0.0,0.0,0.0,0.0,0.0
314.0,47.0,29.313708186149597,8.54400374531753,9.219544457292887,159.0,58.76955223083496,18.110770276274835,18.0,39.0,26.14213526248932,9.219544457292887,9.219544457292887,0.0,0.0,0.0,0.0,0.0
144.0,33.5,26.727921724319458,8.602325267042627,9.055385138137417,30.5,24.727921962738037,8.06225774829855,10.0,24.0,21.313708305358887,7.211102550927978,8.602325267042627,0.0,0.0,0.0,0.0,0.0
177.0,20.0,27.656854152679443,8.06225774829855,8.06225774829855,29.5,25.899494647979736,8.602325267042627,10.0,32.0,25.313708186149597,8.94427190999916,9.899494936611665,26.0,21.313708305358887,8.06225774829855,6.082762530298219,0.0
236.0,47.5,27.899494647979736,9.055385138137417,7.0710678118654755,36.5,30.727921724319458,9.219544457292887,9.219544457292887,32.5,24.727921724319458,8.06225774829855,10.0,47.5,37.21320307254791,12.041594578792296,8.06225774829855,0.0
167.0,24.5,31.071067690849304,8.54400374531753,8.06225774829855,32.5,22.727921843528748,8.06225774829855,9.219544457292887,23.5,21.071067571640015,7.615773105863909,8.602325267042627,13.5,14.242640614509583,4.123105625617661,4.123105625617661,0.0
96.0,24.0,19.656854152679443,4.47213595499958,7.280109889280518,31.0,24.485281229019165,8.06225774829855,9.219544457292887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171.0,43.0,28.97056221961975,10.04987562112089,7.0710678118654755,17.0,15.656854152679443,4.47213595499958,5.0990195135927845,31.0,22.485281109809875,6.708203932499369,9.219544457292887,19.0,24.485281229019165,8.602325267042627,7.615773105863909,0.0
137.0,27.0,22.485281229019165,6.4031242374328485,8.06225774829855,40.0,26.14213514328003,9.486832980505138,9.899494936611665,16.5,16.242640614509583,5.385164807134504,6.4031242374328485,0.0,0.0,0.0,0.0,0.0
137.0,26.0,23.313708305358887,8.06225774829855,7.280109889280518,12.5,14.242640614509583,4.47213595499958,5.656854249492381,57.5,29.55634880065918,9.486832980505138,10.295630140987,0.0,0.0,0.0,0.0,0.0
140.0,49.0,28.142135500907898,9.433981132056603,9.0,40.0,25.313708305358887,8.246211251235321,9.219544457292887,8.0,10.828427076339722,3.1622776601683795,4.242640687119285,0.0,0.0,0.0,0.0,0.0
170.0,14.0,14.828427076339722,3.1622776601683795,5.385164807134504,36.5,24.727921843528748,8.54400374531753,9.219544457292887,26.0,21.313708305358887,7.615773105863909,8.48528137423857,8.0,10.828427076339722,3.1622776601683795,3.1622776601683795,0.0
148.0,33.0,27.313708305358887,9.486832980505138,7.280109889280518,10.0,12.828427076339722,3.605551275463989,5.0,54.0,28.14213538169861,9.219544457292887,10.0,0.0,0.0,0.0,0.0,0.0
150.0,51.0,29.313708305358887,8.94427190999916,9.055385138137417,44.5,29.55634891986847,10.198039027185569,9.219544457292887,12.0,13.656854152679443,4.47213595499958,5.656854249492381,0.0,0.0,0.0,0.0,0.0
147.0,0.0,0.0,0.0,0.0,38.5,26.727921724319458,9.486832980505138,9.899494936611665,31.0,25.313708305358887,8.246211251235321,9.219544457292887,26.5,22.727921962738037,8.06225774829855,7.615773105863909,0.0
179.0,42.5,27.899494647979736,8.06225774829855,9.0,22.5,19.071067690849304,6.324555320336759,7.810249675906654,28.0,21.313708305358887,7.211102550927978,8.602325267042627,12.5,14.242640614509583,4.47213595499958,4.123105625617661,0.0
172.0,33.5,24.727921962738037,8.602325267042627,8.246211251235321,43.0,25.656854152679443,7.615773105863909,9.219544457292887,22.5,19.071067571640015,6.708203932499369,7.810249675906654,11.0,12.828427076339722,4.123105625617661,3.605551275463989,0.0
302.0,36.0,28.14213514328003,8.94427190999916,9.486832980505138,44.5,31.55634868144989,8.94427190999916,11.180339887498949,74.5,33.21320295333862,11.045361017187261,10.770329614269007,68.5,34.3847758769989,10.198039027185569,11.045361017187261,0.0
193.0,35.5,26.727921843528748,8.94427190999916,8.246211251235321,30.0,25.313708305358887,8.06225774829855,10.0,81.5,35.21320307254791,12.041594578792296,10.770329614269007,0.0,0.0,0.0,0.0,0.0
221.0,8.5,11.41421353816986,3.1622776601683795,3.605551275463989,35.5,26.727921724319458,8.54400374531753,10.0,66.0,35.79898941516876,10.04987562112089,11.40175425099138,23.5,21.899494647979736,6.4031242374328485,7.0710678118654755,0.0
135.0,26.5,21.071067571640015,5.830951894845301,7.0,12.0,13.656854152679443,4.47213595499958,5.656854249492381,24.0,24.485281229019165,7.615773105863909,9.219544457292887,8.5,11.41421353816986,3.0,3.605551275463989,0.0
106.0,17.5,16.242640614509583,4.47213595499958,5.385164807134504,19.5,19.071067690849304,6.4031242374328485,7.810249675906654,21.5,19.071067571640015,5.830951894845301,7.810249675906654,0.0,0.0,0.0,0.0,0.0
116.0,37.5,26.727921724319458,8.94427190999916,8.06225774829855,31.0,21.656854152679443,5.0,8.06225774829855,0.0,0.0,0.0,0.0,8.0,10.828427076339722,3.1622776601683795,3.1622776601683795,0.0
85.0,0.0,0.0,0.0,0.0,12.0,14.828427076339722,4.242640687119285,5.830951894845301,32.5,25.899494647979736,7.615773105863909,10.0,0.0,0.0,0.0,0.0,0.0
42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,23.656854152679443,7.615773105863909,9.219544457292887,0.0,0.0,0.0,0.0,0.0
145.0,20.5,23.071067690849304,7.211102550927978,7.0710678118654755,43.0,27.313708305358887,7.615773105863909,9.848857801796104,32.5,23.899494767189026,8.06225774829855,9.899494936611665,0.0,0.0,0.0,0.0,0.0
69.0,0.0,0.0,0.0,0.0,10.0,20.82842707633972,6.4031242374328485,7.810249675906654,26.0,23.313708305358887,8.06225774829855,9.219544457292887,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147.0,19.5,27.071067690849304,9.433981132056603,7.280109889280518,48.0,28.142135500907898,8.54400374531753,9.848857801796104,32.5,22.727921724319458,7.615773105863909,8.602325267042627,0.0,0.0,0.0,0.0,0.0
154.0,31.5,27.55634891986847,9.486832980505138,7.280109889280518,17.0,15.656854152679443,5.0990195135927845,5.656854249492381,16.0,15.656854152679443,4.123105625617661,5.0990195135927845,11.0,12.828427076339722,4.123105625617661,3.605551275463989,0.0
115.0,36.0,28.485281229019165,8.94427190999916,8.06225774829855,14.5,15.41421353816986,3.0,5.830951894845301,19.0,17.656854152679443,5.385164807134504,7.0710678118654755,0.0,0.0,0.0,0.0,0.0
137.0,42.0,30.14213538169861,7.615773105863909,10.0,0.0,0.0,0.0,0.0,36.0,28.142135500907898,9.486832980505138,10.0,8.0,10.828427076339722,3.1622776601683795,3.1622776601683795,0.0
146.0,31.5,27.55634891986847,9.486832980505138,7.280109889280518,13.0,14.828427076339722,5.0990195135927845,5.830951894845301,18.0,25.656854152679443,7.211102550927978,9.433981132056603,12.0,14.828427076339722,5.0990195135927845,3.1622776601683795,0.0
72.0,26.5,27.071067690849304,8.94427190999916,7.0710678118654755,0.0,0.0,0.0,0.0,16.5,17.071067571640015,5.830951894845301,7.0710678118654755,0.0,0.0,0.0,0.0,0.0
313.0,41.5,28.727921843528748,8.06225774829855,9.055385138137417,145.0,55.11269783973694,18.110770276274835,16.0312195418814,30.0,24.485281229019165,8.54400374531753,9.219544457292887,16.0,16.485280990600586,5.830951894845301,5.0990195135927845,0.0
85.0,8.0,10.828427076339722,3.1622776601683795,3.1622776601683795,12.5,14.242640614509583,4.47213595499958,5.656854249492381,18.0,18.485280990600586,5.830951894845301,7.810249675906654,0.0,0.0,0.0,0.0,0.0
86.0,0.0,0.0,0.0,0.0,13.5,14.242640614509583,4.123105625617661,5.0,22.5,21.071067571640015,7.280109889280518,7.810249675906654,17.0,20.485281229019165,7.211102550927978,6.324555320336759,0.0
151.0,40.0,25.313708305358887,8.246211251235321,7.0,0.0,0.0,0.0,0.0,24.0,22.485281109809875,6.708203932499369,8.602325267042627,35.5,27.899494767189026,8.94427190999916,8.0,0.0
147.0,21.0,26.485281229019165,8.602325267042627,8.246211251235321,23.0,21.313708186149597,7.810249675906654,9.219544457292887,23.0,21.313708186149597,7.211102550927978,8.602325267042627,11.5,13.41421353816986,4.0,4.242640687119285,0.0
205.0,23.0,24.485281229019165,8.06225774829855,7.280109889280518,28.0,23.313708305358887,7.810249675906654,9.433981132056603,33.5,25.899494647979736,8.246211251235321,9.219544457292887,31.5,24.727921962738037,9.433981132056603,7.0710678118654755,0.0
193.0,39.5,25.071067690849304,8.54400374531753,6.324555320336759,12.0,13.656854152679443,4.47213595499958,4.0,25.0,23.313708186149597,7.211102550927978,9.433981132056603,35.0,28.142135500907898,8.94427190999916,9.055385138137417,0.0
140.0,18.0,16.82842707633972,4.47213595499958,5.830951894845301,42.5,26.727921843528748,8.06225774829855,9.848857801796104,30.0,22.485281109809875,6.708203932499369,8.602325267042627,0.0,0.0,0.0,0.0,0.0
145.0,25.5,21.899494767189026,7.211102550927978,7.0710678118654755,20.0,17.656854152679443,4.47213595499958,6.324555320336759,15.0,19.656854152679443,6.708203932499369,7.810249675906654,24.0,22.142135620117188,8.602325267042627,7.615773105863909,0.0
